iteration,meta_loss,n_skipped,n_valid_tasks
1,1.7427377700805664,0,4
2,0.7594775557518005,0,4
3,3.0737342834472656,0,4
4,4.261701583862305,0,4
5,1.3783721923828125,0,4
6,3.5507378578186035,0,4
7,4.3642659187316895,0,4
8,2.1508889198303223,0,4
9,0.7738322019577026,0,4
10,1.8531758785247803,0,4
11,1.1174845695495605,0,4
12,0.969558596611023,0,4
13,1.3316185474395752,0,4
14,0.9806210994720459,0,4
15,0.8312061429023743,0,4
16,1.1074306964874268,0,4
17,1.0131738185882568,0,4
18,0.726934552192688,0,4
19,0.9916398525238037,0,4
20,1.0475784540176392,0,4
21,0.8543213605880737,0,4
22,0.7409447431564331,0,4
23,0.8746756315231323,0,4
24,1.0009387731552124,0,4
25,0.9613568782806396,0,4
26,0.8610036373138428,0,4
27,0.6484122276306152,0,4
28,0.790713906288147,0,4
29,0.731234610080719,0,4
30,0.9438303112983704,0,4
31,0.763985812664032,0,4
32,0.7476480603218079,0,4
33,0.6036109328269958,0,4
34,0.9677550792694092,0,4
35,0.882943332195282,0,4
36,0.6326444745063782,0,4
37,0.6533504128456116,0,4
38,0.780590832233429,0,4
39,0.8248425722122192,0,4
40,0.6342169642448425,0,4
41,1.0469088554382324,0,4
42,1.2833943367004395,0,4
43,0.7455452680587769,0,4
44,0.8565928936004639,0,4
45,0.768541157245636,0,4
46,0.5592714548110962,0,4
47,0.8271626234054565,0,4
48,0.8863834142684937,0,4
49,0.5956804752349854,0,4
50,0.930243194103241,0,4
51,0.886474609375,0,4
52,0.6323298215866089,0,4
53,0.7826879024505615,0,4
54,0.7001663446426392,0,4
55,0.688117504119873,0,4
56,0.7713131904602051,0,4
57,0.6354339122772217,0,4
58,0.7683195471763611,0,4
59,0.8368984460830688,0,4
60,0.8854457139968872,0,4
61,0.9444512724876404,0,4
62,0.9507128000259399,0,4
63,0.7658145427703857,0,4
64,0.7402160167694092,0,4
65,0.6964042782783508,0,4
66,0.6879328489303589,0,4
67,0.7094368934631348,0,4
68,0.6844145059585571,0,4
69,0.8117053508758545,0,4
70,0.7022562026977539,0,4
71,0.7276621460914612,0,4
72,0.7541660070419312,0,4
73,0.7114661335945129,0,4
74,0.7052158117294312,0,4
75,0.7951266765594482,0,4
76,0.6622259616851807,0,4
77,0.702574610710144,0,4
78,0.6934912204742432,0,4
79,0.6872238516807556,0,4
80,0.7646253705024719,0,4
81,0.7666304707527161,0,4
82,0.6982178688049316,0,4
83,0.6947286128997803,0,4
84,0.7441059947013855,0,4
85,0.6702662110328674,0,4
86,0.8664300441741943,0,4
87,0.7661752104759216,0,4
88,0.7285558581352234,0,4
89,0.690418541431427,0,4
90,0.7944585084915161,0,4
91,0.7707046270370483,0,4
92,0.7511016726493835,0,4
93,0.7524446845054626,0,4
94,0.8398544192314148,0,4
95,0.7080589532852173,0,4
96,0.6846979260444641,0,4
97,0.6985398530960083,0,4
98,0.6979292035102844,0,4
99,0.7099860906600952,0,4
100,0.708910346031189,0,4
101,0.8157497644424438,0,4
102,0.7064568996429443,0,4
103,0.6380865573883057,0,4
104,0.7557657361030579,0,4
105,0.700124204158783,0,4
106,0.761991024017334,0,4
107,0.7032856941223145,0,4
108,0.6856580376625061,0,4
109,0.6573991179466248,0,4
110,0.6379361152648926,0,4
111,0.8344493508338928,0,4
112,0.9047651886940002,0,4
113,0.7612788081169128,0,4
114,0.7290717363357544,0,4
115,0.671118974685669,0,4
116,0.6572815179824829,0,4
117,0.6919779777526855,0,4
118,0.6653096079826355,0,4
119,0.7045323252677917,0,4
120,0.7122473120689392,0,4
121,0.690291702747345,0,4
122,0.6980571150779724,0,4
123,0.6827906370162964,0,4
124,0.7274771928787231,0,4
125,0.6413542032241821,0,4
126,0.7212878465652466,0,4
127,0.6508792638778687,0,4
