iteration,meta_loss,n_skipped,n_valid_tasks
1,58.29208755493164,0,4
2,5.959715843200684,0,4
3,8.061270713806152,0,4
4,2.341782569885254,0,4
5,1.4410297870635986,0,4
6,2.438735246658325,0,4
7,1.4067031145095825,0,4
8,0.9395118355751038,0,4
9,1.6212358474731445,0,4
10,1.1722712516784668,0,4
11,2.8948981761932373,0,4
12,1.277717113494873,0,4
13,2.1185810565948486,0,4
14,0.7817521095275879,0,4
15,1.682409405708313,0,4
16,1.7565468549728394,0,4
17,0.7971892356872559,0,4
18,0.695117712020874,0,4
19,0.7484075427055359,0,4
20,0.9439514875411987,0,4
21,1.047733187675476,0,4
22,0.9862534999847412,0,4
23,0.7702862024307251,0,4
24,1.4862439632415771,0,4
25,1.0161659717559814,0,4
26,0.721427321434021,0,4
27,0.8632168769836426,0,4
28,1.0528630018234253,0,4
29,1.0681321620941162,0,4
30,0.7322193384170532,0,4
31,0.8220359683036804,0,4
32,1.008419394493103,0,4
33,0.7047321796417236,0,4
34,0.6583993434906006,0,4
35,1.2708085775375366,0,4
36,1.1705936193466187,0,4
37,0.9181294441223145,0,4
38,0.7432885766029358,0,4
39,0.7773516774177551,0,4
40,0.6641069650650024,0,4
41,1.0065829753875732,0,4
42,0.6479082107543945,0,4
43,0.6886626482009888,0,4
44,0.69100421667099,0,4
45,0.8089165687561035,0,4
46,0.7147356271743774,0,4
47,0.6867855787277222,0,4
48,0.6635523438453674,0,4
49,0.7044003009796143,0,4
50,0.7127223014831543,0,4
51,1.4170784950256348,0,4
52,0.6788167953491211,0,4
53,1.0185233354568481,0,4
54,0.8103566765785217,0,4
55,3.178894519805908,0,4
56,0.9319190979003906,0,4
57,0.8588184714317322,0,4
58,0.6354996562004089,0,4
59,0.6250439286231995,0,4
60,0.7405669689178467,0,4
61,0.6855083107948303,0,4
62,0.6602914929389954,0,4
63,0.9560744166374207,0,4
64,1.2692867517471313,0,4
65,1.0455430746078491,0,4
66,0.5994735956192017,0,4
67,0.6872274875640869,0,4
68,0.6516696214675903,0,4
69,0.8527816534042358,0,4
70,0.7974950671195984,0,4
71,0.7711569666862488,0,4
72,0.6893186569213867,0,4
73,0.6958217024803162,0,4
74,0.6868764758110046,0,4
75,0.7135602235794067,0,4
76,0.7991231679916382,0,4
77,0.8125070929527283,0,4
78,0.6765990257263184,0,4
