iteration,meta_loss,n_skipped,n_valid_tasks
1,0.7787262797355652,0,4
2,0.6898716688156128,0,4
3,0.8156400918960571,0,4
4,0.8054572939872742,0,4
5,0.705539345741272,0,4
6,0.8660071492195129,0,4
7,0.7151851058006287,0,4
8,0.593576192855835,0,4
9,0.8597077131271362,0,4
10,0.8071591854095459,0,4
11,0.7505730390548706,0,4
12,0.9321327805519104,0,4
13,0.8917369246482849,0,4
14,0.642367422580719,0,4
15,0.8896428346633911,0,4
16,0.6315609216690063,0,4
17,0.681376576423645,0,4
18,0.6262004971504211,0,4
19,0.8763619661331177,0,4
20,0.6330546140670776,0,4
21,0.7374504208564758,0,4
22,0.6098180413246155,0,4
23,0.7897489070892334,0,4
24,0.9159142374992371,0,4
25,0.60359126329422,0,4
26,0.723772406578064,0,4
27,0.7002924680709839,0,4
28,0.5990498065948486,0,4
29,0.8128171563148499,0,4
30,0.8719069361686707,0,4
31,0.7177457809448242,0,4
32,0.6351069211959839,0,4
33,0.7112066745758057,0,4
34,0.6147657632827759,0,4
35,0.7584279179573059,0,4
36,0.6874399185180664,0,4
37,0.7258102893829346,0,4
38,0.633972704410553,0,4
39,0.74205082654953,0,4
40,0.7071378827095032,0,4
41,0.6509826183319092,0,4
42,0.6848115921020508,0,4
43,0.6991087198257446,0,4
44,0.6665357947349548,0,4
45,0.763587236404419,0,4
46,0.7193702459335327,0,4
47,0.6734755039215088,0,4
48,0.7188431620597839,0,4
49,0.6668471693992615,0,4
50,0.5576823949813843,0,4
51,0.6665074825286865,0,4
52,0.6628373861312866,0,4
53,0.5901607275009155,0,4
54,0.5060980916023254,0,4
55,0.7285124063491821,0,4
56,0.5865982174873352,0,4
57,0.6493969559669495,0,4
58,0.6700806617736816,0,4
59,0.7216035723686218,0,4
60,0.6689857244491577,0,4
61,0.6842590570449829,0,4
62,0.6901889443397522,0,4
63,0.7206217646598816,0,4
64,0.48077765107154846,0,4
65,0.6479098200798035,0,4
66,0.6248003840446472,0,4
67,0.639192521572113,0,4
68,0.6475672721862793,0,4
69,0.6603087186813354,0,4
70,0.6603790521621704,0,4
71,0.6512981057167053,0,4
72,0.616512656211853,0,4
73,0.6804726123809814,0,4
74,0.7173901796340942,0,4
75,0.7099649906158447,0,4
76,0.6153333187103271,0,4
77,0.6652792692184448,0,4
78,0.6409525275230408,0,4
79,0.8427374958992004,0,4
80,0.6930371522903442,0,4
81,0.5711069703102112,0,4
82,0.58188396692276,0,4
83,0.6848275065422058,0,4
84,0.7046648263931274,0,4
85,0.6739558577537537,0,4
86,0.6301624178886414,0,4
87,0.5795803666114807,0,4
88,0.6202027201652527,0,4
89,0.47364211082458496,0,4
90,0.7232975363731384,0,4
91,0.6712250709533691,0,4
92,0.7358986735343933,0,4
93,0.5768635272979736,0,4
94,0.6880246996879578,0,4
95,0.7448078393936157,0,4
96,0.6817542910575867,0,4
97,0.6994403600692749,0,4
98,0.5877140164375305,0,4
99,0.7430362701416016,0,4
100,0.7243173122406006,0,4
101,0.7067044973373413,0,4
102,0.6259528398513794,0,4
103,0.6679667830467224,0,4
104,0.6904743909835815,0,4
105,0.6476128101348877,0,4
106,0.6700786352157593,0,4
107,0.6763548254966736,0,4
108,0.6396523118019104,0,4
109,0.6020192503929138,0,4
110,0.7393461465835571,0,4
111,0.4980543255805969,0,4
112,0.6789201498031616,0,4
113,0.6632494926452637,0,4
114,0.6377225518226624,0,4
115,0.6590785980224609,0,4
116,0.6492544412612915,0,4
117,0.6713160872459412,0,4
118,0.6835147142410278,0,4
119,0.7674527168273926,0,4
120,0.6991959810256958,0,4
121,0.66350919008255,0,4
122,0.6024354696273804,0,4
123,0.6948468685150146,0,4
124,0.6523283123970032,0,4
125,0.7343973517417908,0,4
126,0.6473280787467957,0,4
127,0.8476448059082031,0,4
128,0.6755954027175903,0,4
129,0.7219725847244263,0,4
130,0.5969944000244141,0,4
131,0.5929126739501953,0,4
132,0.5941066145896912,0,4
133,0.6734049916267395,0,4
134,0.6921948790550232,0,4
135,0.6693478226661682,0,4
136,0.6468241214752197,0,4
137,0.6900632381439209,0,4
138,0.6787213087081909,0,4
139,0.750479519367218,0,4
140,0.769001841545105,0,4
141,0.6890006065368652,0,4
142,0.588121771812439,0,4
143,0.7613397836685181,0,4
144,0.6699960827827454,0,4
145,0.6848977208137512,0,4
146,0.6739345192909241,0,4
147,0.6870174407958984,0,4
148,0.6846593022346497,0,4
149,0.6293318271636963,0,4
150,0.5785880088806152,0,4
151,0.6714727878570557,0,4
152,0.6883149743080139,0,4
153,0.6810091137886047,0,4
154,0.7137592434883118,0,4
155,0.6391160488128662,0,4
156,0.6550657749176025,0,4
157,0.6505060195922852,0,4
158,0.6052477955818176,0,4
159,0.7666463255882263,0,4
160,0.6536163091659546,0,4
161,0.6592807173728943,0,4
162,0.6200835108757019,0,4
163,0.7277041673660278,0,4
164,0.6032614707946777,0,4
165,0.6621665954589844,0,4
166,0.6436077356338501,0,4
167,0.7074711918830872,0,4
168,0.7508002519607544,0,4
169,0.5909183025360107,0,4
170,0.6053476333618164,0,4
171,0.6473121643066406,0,4
172,0.7043374180793762,0,4
173,0.7231820225715637,0,4
174,0.571311354637146,0,4
175,0.6012561917304993,0,4
176,0.6407846212387085,0,4
177,0.6702178120613098,0,4
178,0.7043261528015137,0,4
179,0.6252220273017883,0,4
180,0.669900119304657,0,4
181,0.6069549918174744,0,4
182,0.5148599147796631,0,4
183,0.6869312524795532,0,4
184,0.5842227935791016,0,4
185,0.7184684872627258,0,4
186,0.6794354915618896,0,4
187,0.5942738652229309,0,4
188,0.5934726595878601,0,4
189,0.6608058214187622,0,4
190,0.6765763759613037,0,4
191,0.6617768406867981,0,4
192,0.6050963401794434,0,4
193,0.6334903240203857,0,4
194,0.704370379447937,0,4
195,0.5182060599327087,0,4
196,0.763985812664032,0,4
197,0.5987247228622437,0,4
198,0.5871615409851074,0,4
199,0.6625344753265381,0,4
200,0.6703599095344543,0,4
